record_key,control_id,sub_gate,case_id,lane,device,dtype,model_seed,construction_seed,layer_index,sweep_index,contract_id,implementation_schema_id,source_git_commit,source_git_branch,experiment_image,image_revision,torch2pc_commit,epsilon_before_update_norm,transported_upper_term_norm,local_error_norm,dv_norm,state_version_before,state_version_after,jacobian_version_id,expected_first_active_sweep,observed_first_active_sweep,ordering_flag,finite,passed,contract_digest,construction_registry_digest,threshold_registry_digest,torch_version,torch_hip_version,device_name,cpu_thread_count,visible_rocm_devices,deterministic_algorithms_enabled,dataset_loader_used,test_split_access
TMP-C0:TMP-01-primary-wave-event:rocm:c-0:m-none:l-1:s-2,MECH-C0,TMP-C0,TMP-01-primary-wave-event,rocm,gpu,torch.float32,,0,1,2,stage3b-a1-mechanism-controls-v1,stage3b-a1-mechanism-controls-implementation-v1,69455e6e77e447ff72609d1c8af5fa6136a7e88a,research/stage3b-a1-mechanism-controls-implementation,torch2pc-layerwise-thesis:0.1.0,69455e6e77e447ff72609d1c8af5fa6136a7e88a,b20d9142e4bdbf57b3ec8bf9f9c4472372ec8db4,0.0,0.0,0.0,0.0,1,2,8136d9ae2438ce1f83cf1fd1074be4bb38205d676bb69b7d13a8a649acd4b6ba,5,5,True,True,True,aa5509e4be6c5cd79c76ae12209d7313ecd588321b1e5265a98978e1cafa7430,0c6c96d1fde5ccade1287c7014b06fa33f31f570c916bf1a187af6710e9f22ab,296ac0805aec6e344bced0dfa97f519d1b91512cd52fe69d16b168a03f897b64,2.9.1+rocm7.2.1.gitff65f5bc,7.2.53211-e1a6bc5663,AMD Radeon RX 7700 XT,4,0,True,False,False
TMP-C0:TMP-01-primary-wave-event:rocm:c-0:m-none:l-0:s-2,MECH-C0,TMP-C0,TMP-01-primary-wave-event,rocm,gpu,torch.float32,,0,0,2,stage3b-a1-mechanism-controls-v1,stage3b-a1-mechanism-controls-implementation-v1,69455e6e77e447ff72609d1c8af5fa6136a7e88a,research/stage3b-a1-mechanism-controls-implementation,torch2pc-layerwise-thesis:0.1.0,69455e6e77e447ff72609d1c8af5fa6136a7e88a,b20d9142e4bdbf57b3ec8bf9f9c4472372ec8db4,0.0,0.0,0.0,0.0,1,2,8136d9ae2438ce1f83cf1fd1074be4bb38205d676bb69b7d13a8a649acd4b6ba,6,6,True,True,True,aa5509e4be6c5cd79c76ae12209d7313ecd588321b1e5265a98978e1cafa7430,0c6c96d1fde5ccade1287c7014b06fa33f31f570c916bf1a187af6710e9f22ab,296ac0805aec6e344bced0dfa97f519d1b91512cd52fe69d16b168a03f897b64,2.9.1+rocm7.2.1.gitff65f5bc,7.2.53211-e1a6bc5663,AMD Radeon RX 7700 XT,4,0,True,False,False
TMP-C0:TMP-01-primary-wave-event:rocm:c-0:m-none:l-5:s-3,MECH-C0,TMP-C0,TMP-01-primary-wave-event,rocm,gpu,torch.float32,,0,5,3,stage3b-a1-mechanism-controls-v1,stage3b-a1-mechanism-controls-implementation-v1,69455e6e77e447ff72609d1c8af5fa6136a7e88a,research/stage3b-a1-mechanism-controls-implementation,torch2pc-layerwise-thesis:0.1.0,69455e6e77e447ff72609d1c8af5fa6136a7e88a,b20d9142e4bdbf57b3ec8bf9f9c4472372ec8db4,0.2270006537437439,0.2270006537437439,0.2270006537437439,0.2270006537437439,2,3,8136d9ae2438ce1f83cf1fd1074be4bb38205d676bb69b7d13a8a649acd4b6ba,1,1,True,True,True,aa5509e4be6c5cd79c76ae12209d7313ecd588321b1e5265a98978e1cafa7430,0c6c96d1fde5ccade1287c7014b06fa33f31f570c916bf1a187af6710e9f22ab,296ac0805aec6e344bced0dfa97f519d1b91512cd52fe69d16b168a03f897b64,2.9.1+rocm7.2.1.gitff65f5bc,7.2.53211-e1a6bc5663,AMD Radeon RX 7700 XT,4,0,True,False,False
TMP-C0:TMP-01-primary-wave-event:rocm:c-0:m-none:l-4:s-3,MECH-C0,TMP-C0,TMP-01-primary-wave-event,rocm,gpu,torch.float32,,0,4,3,stage3b-a1-mechanism-controls-v1,stage3b-a1-mechanism-controls-implementation-v1,69455e6e77e447ff72609d1c8af5fa6136a7e88a,research/stage3b-a1-mechanism-controls-implementation,torch2pc-layerwise-thesis:0.1.0,69455e6e77e447ff72609d1c8af5fa6136a7e88a,b20d9142e4bdbf57b3ec8bf9f9c4472372ec8db4,0.1789136677980423,0.1789136677980423,0.1789136677980423,0.1789136677980423,2,3,8136d9ae2438ce1f83cf1fd1074be4bb38205d676bb69b7d13a8a649acd4b6ba,2,2,True,True,True,aa5509e4be6c5cd79c76ae12209d7313ecd588321b1e5265a98978e1cafa7430,0c6c96d1fde5ccade1287c7014b06fa33f31f570c916bf1a187af6710e9f22ab,296ac0805aec6e344bced0dfa97f519d1b91512cd52fe69d16b168a03f897b64,2.9.1+rocm7.2.1.gitff65f5bc,7.2.53211-e1a6bc5663,AMD Radeon RX 7700 XT,4,0,True,False,False
TMP-C0:TMP-01-primary-wave-event:rocm:c-0:m-none:l-3:s-3,MECH-C0,TMP-C0,TMP-01-primary-wave-event,rocm,gpu,torch.float32,,0,3,3,stage3b-a1-mechanism-controls-v1,stage3b-a1-mechanism-controls-implementation-v1,69455e6e77e447ff72609d1c8af5fa6136a7e88a,research/stage3b-a1-mechanism-controls-implementation,torch2pc-layerwise-thesis:0.1.0,69455e6e77e447ff72609d1c8af5fa6136a7e88a,b20d9142e4bdbf57b3ec8bf9f9c4472372ec8db4,0.0,0.14056220650672913,0.0,0.14056220650672913,2,3,8136d9ae2438ce1f83cf1fd1074be4bb38205d676bb69b7d13a8a649acd4b6ba,3,3,True,True,True,aa5509e4be6c5cd79c76ae12209d7313ecd588321b1e5265a98978e1cafa7430,0c6c96d1fde5ccade1287c7014b06fa33f31f570c916bf1a187af6710e9f22ab,296ac0805aec6e344bced0dfa97f519d1b91512cd52fe69d16b168a03f897b64,2.9.1+rocm7.2.1.gitff65f5bc,7.2.53211-e1a6bc5663,AMD Radeon RX 7700 XT,4,0,True,False,False
TMP-C0:TMP-01-primary-wave-event:rocm:c-0:m-none:l-2:s-3,MECH-C0,TMP-C0,TMP-01-primary-wave-event,rocm,gpu,torch.float32,,0,2,3,stage3b-a1-mechanism-controls-v1,stage3b-a1-mechanism-controls-implementation-v1,69455e6e77e447ff72609d1c8af5fa6136a7e88a,research/stage3b-a1-mechanism-controls-implementation,torch2pc-layerwise-thesis:0.1.0,69455e6e77e447ff72609d1c8af5fa6136a7e88a,b20d9142e4bdbf57b3ec8bf9f9c4472372ec8db4,0.0,0.0,0.0,0.0,2,3,8136d9ae2438ce1f83cf1fd1074be4bb38205d676bb69b7d13a8a649acd4b6ba,4,4,True,True,True,aa5509e4be6c5cd79c76ae12209d7313ecd588321b1e5265a98978e1cafa7430,0c6c96d1fde5ccade1287c7014b06fa33f31f570c916bf1a187af6710e9f22ab,296ac0805aec6e344bced0dfa97f519d1b91512cd52fe69d16b168a03f897b64,2.9.1+rocm7.2.1.gitff65f5bc,7.2.53211-e1a6bc5663,AMD Radeon RX 7700 XT,4,0,True,False,False
TMP-C0:TMP-01-primary-wave-event:rocm:c-0:m-none:l-1:s-3,MECH-C0,TMP-C0,TMP-01-primary-wave-event,rocm,gpu,torch.float32,,0,1,3,stage3b-a1-mechanism-controls-v1,stage3b-a1-mechanism-controls-implementation-v1,69455e6e77e447ff72609d1c8af5fa6136a7e88a,research/stage3b-a1-mechanism-controls-implementation,torch2pc-layerwise-thesis:0.1.0,69455e6e77e447ff72609d1c8af5fa6136a7e88a,b20d9142e4bdbf57b3ec8bf9f9c4472372ec8db4,0.0,0.0,0.0,0.0,2,3,8136d9ae2438ce1f83cf1fd1074be4bb38205d676bb69b7d13a8a649acd4b6ba,5,5,True,True,True,aa5509e4be6c5cd79c76ae12209d7313ecd588321b1e5265a98978e1cafa7430,0c6c96d1fde5ccade1287c7014b06fa33f31f570c916bf1a187af6710e9f22ab,296ac0805aec6e344bced0dfa97f519d1b91512cd52fe69d16b168a03f897b64,2.9.1+rocm7.2.1.gitff65f5bc,7.2.53211-e1a6bc5663,AMD Radeon RX 7700 XT,4,0,True,False,False
TMP-C0:TMP-01-primary-wave-event:rocm:c-0:m-none:l-0:s-3,MECH-C0,TMP-C0,TMP-01-primary-wave-event,rocm,gpu,torch.float32,,0,0,3,stage3b-a1-mechanism-controls-v1,stage3b-a1-mechanism-controls-implementation-v1,69455e6e77e447ff72609d1c8af5fa6136a7e88a,research/stage3b-a1-mechanism-controls-implementation,torch2pc-layerwise-thesis:0.1.0,69455e6e77e447ff72609d1c8af5fa6136a7e88a,b20d9142e4bdbf57b3ec8bf9f9c4472372ec8db4,0.0,0.0,0.0,0.0,2,3,8136d9ae2438ce1f83cf1fd1074be4bb38205d676bb69b7d13a8a649acd4b6ba,6,6,True,True,True,aa5509e4be6c5cd79c76ae12209d7313ecd588321b1e5265a98978e1cafa7430,0c6c96d1fde5ccade1287c7014b06fa33f31f570c916bf1a187af6710e9f22ab,296ac0805aec6e344bced0dfa97f519d1b91512cd52fe69d16b168a03f897b64,2.9.1+rocm7.2.1.gitff65f5bc,7.2.53211-e1a6bc5663,AMD Radeon RX 7700 XT,4,0,True,False,False
TMP-C0:TMP-01-primary-wave-event:rocm:c-0:m-none:l-5:s-4,MECH-C0,TMP-C0,TMP-01-primary-wave-event,rocm,gpu,torch.float32,,0,5,4,stage3b-a1-mechanism-controls-v1,stage3b-a1-mechanism-controls-implementation-v1,69455e6e77e447ff72609d1c8af5fa6136a7e88a,research/stage3b-a1-mechanism-controls-implementation,torch2pc-layerwise-thesis:0.1.0,69455e6e77e447ff72609d1c8af5fa6136a7e88a,b20d9142e4bdbf57b3ec8bf9f9c4472372ec8db4,0.2270006537437439,0.2270006537437439,0.2270006537437439,0.2270006537437439,3,4,8136d9ae2438ce1f83cf1fd1074be4bb38205d676bb69b7d13a8a649acd4b6ba,1,1,True,True,True,aa5509e4be6c5cd79c76ae12209d7313ecd588321b1e5265a98978e1cafa7430,0c6c96d1fde5ccade1287c7014b06fa33f31f570c916bf1a187af6710e9f22ab,296ac0805aec6e344bced0dfa97f519d1b91512cd52fe69d16b168a03f897b64,2.9.1+rocm7.2.1.gitff65f5bc,7.2.53211-e1a6bc5663,AMD Radeon RX 7700 XT,4,0,True,False,False
TMP-C0:TMP-01-primary-wave-event:rocm:c-0:m-none:l-4:s-4,MECH-C0,TMP-C0,TMP-01-primary-wave-event,rocm,gpu,torch.float32,,0,4,4,stage3b-a1-mechanism-controls-v1,stage3b-a1-mechanism-controls-implementation-v1,69455e6e77e447ff72609d1c8af5fa6136a7e88a,research/stage3b-a1-mechanism-controls-implementation,torch2pc-layerwise-thesis:0.1.0,69455e6e77e447ff72609d1c8af5fa6136a7e88a,b20d9142e4bdbf57b3ec8bf9f9c4472372ec8db4,0.1789136677980423,0.1789136677980423,0.1789136677980423,0.1789136677980423,3,4,8136d9ae2438ce1f83cf1fd1074be4bb38205d676bb69b7d13a8a649acd4b6ba,2,2,True,True,True,aa5509e4be6c5cd79c76ae12209d7313ecd588321b1e5265a98978e1cafa7430,0c6c96d1fde5ccade1287c7014b06fa33f31f570c916bf1a187af6710e9f22ab,296ac0805aec6e344bced0dfa97f519d1b91512cd52fe69d16b168a03f897b64,2.9.1+rocm7.2.1.gitff65f5bc,7.2.53211-e1a6bc5663,AMD Radeon RX 7700 XT,4,0,True,False,False
TMP-C0:TMP-01-primary-wave-event:rocm:c-0:m-none:l-3:s-4,MECH-C0,TMP-C0,TMP-01-primary-wave-event,rocm,gpu,torch.float32,,0,3,4,stage3b-a1-mechanism-controls-v1,stage3b-a1-mechanism-controls-implementation-v1,69455e6e77e447ff72609d1c8af5fa6136a7e88a,research/stage3b-a1-mechanism-controls-implementation,torch2pc-layerwise-thesis:0.1.0,69455e6e77e447ff72609d1c8af5fa6136a7e88a,b20d9142e4bdbf57b3ec8bf9f9c4472372ec8db4,0.14056220650672913,0.14056220650672913,0.14056220650672913,0.14056220650672913,3,4,8136d9ae2438ce1f83cf1fd1074be4bb38205d676bb69b7d13a8a649acd4b6ba,3,3,True,True,True,aa5509e4be6c5cd79c76ae12209d7313ecd588321b1e5265a98978e1cafa7430,0c6c96d1fde5ccade1287c7014b06fa33f31f570c916bf1a187af6710e9f22ab,296ac0805aec6e344bced0dfa97f519d1b91512cd52fe69d16b168a03f897b64,2.9.1+rocm7.2.1.gitff65f5bc,7.2.53211-e1a6bc5663,AMD Radeon RX 7700 XT,4,0,True,False,False
TMP-C0:TMP-01-primary-wave-event:rocm:c-0:m-none:l-2:s-4,MECH-C0,TMP-C0,TMP-01-primary-wave-event,rocm,gpu,torch.float32,,0,2,4,stage3b-a1-mechanism-controls-v1,stage3b-a1-mechanism-controls-implementation-v1,69455e6e77e447ff72609d1c8af5fa6136a7e88a,research/stage3b-a1-mechanism-controls-implementation,torch2pc-layerwise-thesis:0.1.0,69455e6e77e447ff72609d1c8af5fa6136a7e88a,b20d9142e4bdbf57b3ec8bf9f9c4472372ec8db4,0.0,0.11040700227022171,0.0,0.11040700227022171,3,4,8136d9ae2438ce1f83cf1fd1074be4bb38205d676bb69b7d13a8a649acd4b6ba,4,4,True,True,True,aa5509e4be6c5cd79c76ae12209d7313ecd588321b1e5265a98978e1cafa7430,0c6c96d1fde5ccade1287c7014b06fa33f31f570c916bf1a187af6710e9f22ab,296ac0805aec6e344bced0dfa97f519d1b91512cd52fe69d16b168a03f897b64,2.9.1+rocm7.2.1.gitff65f5bc,7.2.53211-e1a6bc5663,AMD Radeon RX 7700 XT,4,0,True,False,False
TMP-C0:TMP-01-primary-wave-event:rocm:c-0:m-none:l-1:s-4,MECH-C0,TMP-C0,TMP-01-primary-wave-event,rocm,gpu,torch.float32,,0,1,4,stage3b-a1-mechanism-controls-v1,stage3b-a1-mechanism-controls-implementation-v1,69455e6e77e447ff72609d1c8af5fa6136a7e88a,research/stage3b-a1-mechanism-controls-implementation,torch2pc-layerwise-thesis:0.1.0,69455e6e77e447ff72609d1c8af5fa6136a7e88a,b20d9142e4bdbf57b3ec8bf9f9c4472372ec8db4,0.0,0.0,0.0,0.0,3,4,8136d9ae2438ce1f83cf1fd1074be4bb38205d676bb69b7d13a8a649acd4b6ba,5,5,True,True,True,aa5509e4be6c5cd79c76ae12209d7313ecd588321b1e5265a98978e1cafa7430,0c6c96d1fde5ccade1287c7014b06fa33f31f570c916bf1a187af6710e9f22ab,296ac0805aec6e344bced0dfa97f519d1b91512cd52fe69d16b168a03f897b64,2.9.1+rocm7.2.1.gitff65f5bc,7.2.53211-e1a6bc5663,AMD Radeon RX 7700 XT,4,0,True,False,False
TMP-C0:TMP-01-primary-wave-event:rocm:c-0:m-none:l-0:s-4,MECH-C0,TMP-C0,TMP-01-primary-wave-event,rocm,gpu,torch.float32,,0,0,4,stage3b-a1-mechanism-controls-v1,stage3b-a1-mechanism-controls-implementation-v1,69455e6e77e447ff72609d1c8af5fa6136a7e88a,research/stage3b-a1-mechanism-controls-implementation,torch2pc-layerwise-thesis:0.1.0,69455e6e77e447ff72609d1c8af5fa6136a7e88a,b20d9142e4bdbf57b3ec8bf9f9c4472372ec8db4,0.0,0.0,0.0,0.0,3,4,8136d9ae2438ce1f83cf1fd1074be4bb38205d676bb69b7d13a8a649acd4b6ba,6,6,True,True,True,aa5509e4be6c5cd79c76ae12209d7313ecd588321b1e5265a98978e1cafa7430,0c6c96d1fde5ccade1287c7014b06fa33f31f570c916bf1a187af6710e9f22ab,296ac0805aec6e344bced0dfa97f519d1b91512cd52fe69d16b168a03f897b64,2.9.1+rocm7.2.1.gitff65f5bc,7.2.53211-e1a6bc5663,AMD Radeon RX 7700 XT,4,0,True,False,False
